variable,value,count,pct,median_velocity,median_brake_pressure
TRAIN_MANUAL_MODE,0.0,681386,95.03185459576463,0.0003719329833984375,0.00482177734375
TRAIN_MANUAL_MODE,1.0,35622,4.968145404235378,0.08548736572265625,0.0051930746994912624
TRAIN_EMERGENCY_MODE,0.0,717008,100.0,0.001316070556640625,0.0048370361328125
TRAIN_AUTOMATIC_MODE,1.0,374314,52.20499631803271,0.5015087127685547,0.0041402182541787624
TRAIN_AUTOMATIC_MODE,0.0,342694,47.79500368196729,0.0,0.2667032778263092
TRAIN_BRAKE_SIGNAL,0.0,520675,72.61773927208623,0.31188011169433594,0.0044911704026162624
TRAIN_BRAKE_SIGNAL,1.0,196333,27.382260727913774,0.0,0.506439208984375
TRAIN_LINE,1.0,399804,55.76004730770089,0.00457763671875,0.0045878090895712376
TRAIN_LINE,4.0,243007,33.89181152790485,0.0,0.0049845376051962376
TRAIN_LINE,3.0,66445,9.266981679423381,0.07430076599121094,0.0039621987380087376
TRAIN_LINE,,7741,1.0796253319349296,0.0,0.2666676938533783
TRAIN_LINE,2.0,11,0.0015341530359493896,0.020799636840820312,0.000701904296875
TRAIN_CURRENT_SECTION,25.0,36548,5.097293196170754,0.0,0.266632080078125
TRAIN_CURRENT_SECTION,24.0,34635,4.830490036373374,0.0,0.5062205195426941
TRAIN_CURRENT_SECTION,159.0,32936,4.5935331265481,0.0,0.07096099853515625
TRAIN_CURRENT_SECTION,49.0,21301,2.9708176198870864,0.0,0.2669728696346283
TRAIN_CURRENT_SECTION,155.0,18855,2.6296777720750675,0.0,0.0047963461838662624
TRAIN_CURRENT_SECTION,177.0,14767,2.059530716533149,0.0,0.266754150390625
TRAIN_CURRENT_SECTION,156.0,13089,1.8255026443219602,0.0,0.2661895751953125
TRAIN_CURRENT_SECTION,1.0,12603,1.7577209738245598,0.0,0.2664540708065033
TRAIN_CURRENT_SECTION,47.0,11648,1.6245285966125902,0.0,0.2663523256778717
TRAIN_CURRENT_SECTION,26.0,11362,1.584640617677906,0.0,0.2661794126033783
TRAIN_CURRENT_SECTION,137.0,11143,1.5540970254167317,0.0,0.2662099301815033
TRAIN_CURRENT_SECTION,158.0,10709,1.4935677147256377,0.0,0.2662862241268158
TRAIN_CURRENT_SECTION,48.0,10106,1.4094682346640484,0.0,0.004620869643986225
TRAIN_CURRENT_SECTION,178.0,9972,1.3907794613170286,0.0,0.2671305239200592
TRAIN_CURRENT_SECTION,4.0,9939,1.3861770022091804,0.0,0.0047149658203125
TRAIN_CURRENT_SECTION,18.0,8634,1.2041706647624573,0.32814502716064453,0.00421142578125
TRAIN_CURRENT_SECTION,,7741,1.0796253319349296,0.0,0.2666676938533783
TRAIN_CURRENT_SECTION,23.0,7648,1.0666547653582665,0.32900333404541016,0.0043080649338662624
