col_a,col_b,pearson_r
CW2_SPRING_BRAKE_PRESSURE_BOGIE2,MW2_SPRING_BRAKE_PRESSURE_BOGIE1,0.9883083696864333
MW2_ENERGY_BRAKING_RESISTANCE,MW1_ENERGY_BRAKING_RESISTANCE,0.9935357256553208
MW3_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,MW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.9960211845146387
MW3_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,MW4_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.9960990758583917
MW3_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,CW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.9856892097737914
MW3_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,MW2_PROPORTIONAL_VALVE_PRESSURE_BOGIE2,0.9979226557389619
MW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,MW4_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.9967300352430144
MW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,CW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.9904596440018218
MW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,MW2_PROPORTIONAL_VALVE_PRESSURE_BOGIE2,0.9978268174109747
MW1_BRAKE_CYLINDER_PRESSURE_BOGIE1,MW2_BRAKE_CYLINDER_PRESSURE_BOGIE1,0.9951615795400068
MW1_BRAKE_CYLINDER_PRESSURE_BOGIE1,CW2_BRAKE_CYLINDER_PRESSURE_BOGIE2,0.9806667271680526
CW1_PROPORTIONAL_VALVE_PRESSURE_BOGIE1,CW2_PNEUMATIC_BRAKING_FORCE_BOGIE1,0.985707437080465
MW4_PNEUMATIC_BRAKING_FORCE_BOGIE2,CW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,0.9886327469186421
MW4_PNEUMATIC_BRAKING_FORCE_BOGIE2,MW2_PROPORTIONAL_VALVE_PRESSURE_BOGIE2,0.9952149213704992
CW1_SPRING_BRAKE_PRESSURE_BOGIE1,CW2_SPRING_BRAKE_PRESSURE_BOGIE1,0.993631627139327
CW1_BRAKE_CYLINDER_PRESSURE_BOGIE2,CW2_BRAKE_CYLINDER_PRESSURE_BOGIE2,0.9937962766545126
MW1_SPRING_BRAKE_PRESSURE_BOGIE1,MW2_SPRING_BRAKE_PRESSURE_BOGIE1,0.9921566900207524
CW2_PNEUMATIC_BRAKING_FORCE_BOGIE2,MW2_PROPORTIONAL_VALVE_PRESSURE_BOGIE2,0.9861209918750609
