state,mean,std,count
standing,54.23350599266513,640.9814637296743,132245
accelerating,17.118117549098887,5.042149334392348,124901
cruising,20.840260633777167,10.611626750184808,123545
braking,23.76986344496478,7.157587422913319,127055
