n_states,cluster,velocity_mean,velocity_max,accel_mean,accel_min,accel_max,jerk_mean,accel_std,n_windows,pct
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736634,49.42
3,1,0.41643238067626953,0.6044197082519531,0.03595733642578125,0.003032684326171875,0.055704116821289056,0.0019445419311523438,0.683707072460852,269928,18.11
3,2,0.5881404876708984,0.6964302062988281,-0.02289295196533203,-0.04294395446777344,0.0,-0.0010061264038085938,0.48461078173851585,483935,32.47
4,0,0.8421049118041992,0.8952426910400391,0.0019083023071289062,-0.002231597900390625,0.014934539794921877,-0.0028216838836669926,0.5186990204171076,257471,17.27
4,1,0.3431841532389323,0.48966407775878906,-0.03265698750813802,-0.0446319580078125,-0.01007080078125,-0.00033378601074218793,0.5079201409325396,302008,20.26
4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717211,48.12
4,3,0.30455875396728516,0.5019950866699219,0.041031837463378906,0.0032615661621093754,0.056390762329101556,0.003663063049316406,0.7156474910283365,213807,14.34
